right,1.62819546E9,621,506
right,1.62819546E9,574,453
right,1.62819546E9,354,465
left,1.62819546E9,255,475
left,1.62819546E9,289,449
right,1.62819546E9,379,470
left,1.62819546E9,352,380
left,1.62819546E9,868,127
left,1.62819546E9,1144,595
left,1.62819546E9,1146,436
left,1.62819546E9,1148,459
left,1.62819558E9,1059,662
left,1.62819558E9,1060,664
left,1.62819558E9,357,476
left,1.62819558E9,459,473
left,1.62819558E9,358,868
